State,State Code,Year,Month,Age Groups Code,Deaths,,,,,,,,,,,,,,,,,,
Alabama,1,2009,Nov,F,10,,,,,,,,,,,,,,,,,,
Alabama,1,2009,Nov,G,10,,,,,,,,,,,,,,,,,,
Alabama,1,2009,Oct,F,10,,,,,,,,,,,,,,,,,,
Arizona,4,2009,Feb,G,10,,,,,,,,,,,,,,,,,,
Arizona,4,2009,Oct,D,10,,,,,,,,,,,,,,,,,,
Arkansas,5,2009,Oct,F,10,,,,,,,,,,,,,,,,,,
Arkansas,5,2009,Oct,H,10,,,,,,,,,,,,,,,,,,
California,6,2009,Mar,D,10,,,,,,,,,,,,,,,,,,
California,6,2009,Oct,A,10,,,,,,,,,,,,,,,,,,
Colorado,8,2009,Nov,G,10,,,,,,,,,,,,,,,,,,
Connecticut,9,2009,Aug,H,10,,,,,,,,,,,,,,,,,,
Connecticut,9,2009,Jun,H,10,,,,,,,,,,,,,,,,,,
Florida,12,2009,Aug,C,10,,,,,,,,,,,,,,,,,,
Florida,12,2009,Aug,D,10,,,,,,,,,,,,,,,,,,
Florida,12,2009,May,F,10,,,,,,,,,,,,,,,,,,
Florida,12,2009,Oct,C,10,,,,,,,,,,,,,,,,,,
Georgia,13,2009,Aug,G,10,,,,,,,,,,,,,,,,,,
Georgia,13,2009,May,G,10,,,,,,,,,,,,,,,,,,
Georgia,13,2009,Nov,E,10,,,,,,,,,,,,,,,,,,
Georgia,13,2009,Sep,D,10,,,,,,,,,,,,,,,,,,
Georgia,13,2009,Sep,E,10,,,,,,,,,,,,,,,,,,
Hawaii,15,2009,May,I,10,,,,,,,,,,,,,,,,,,
Idaho,16,2009,Dec,I,10,,,,,,,,,,,,,,,,,,
Illinois,17,2009,Aug,E,10,,,,,,,,,,,,,,,,,,
Illinois,17,2009,Feb,F,10,,,,,,,,,,,,,,,,,,
Illinois,17,2009,Jun,E,10,,,,,,,,,,,,,,,,,,
Illinois,17,2009,Oct,D,10,,,,,,,,,,,,,,,,,,
Indiana,18,2009,Apr,F,10,,,,,,,,,,,,,,,,,,
Indiana,18,2009,Apr,G,10,,,,,,,,,,,,,,,,,,
Indiana,18,2009,Mar,F,10,,,,,,,,,,,,,,,,,,
Iowa,19,2009,Jun,H,10,,,,,,,,,,,,,,,,,,
Iowa,19,2009,Nov,H,10,,,,,,,,,,,,,,,,,,
Iowa,19,2009,Oct,F,10,,,,,,,,,,,,,,,,,,
Kansas,20,2009,Dec,H,10,,,,,,,,,,,,,,,,,,
Kansas,20,2009,May,H,10,,,,,,,,,,,,,,,,,,
Kansas,20,2009,Sep,H,10,,,,,,,,,,,,,,,,,,
Kentucky,21,2009,Apr,G,10,,,,,,,,,,,,,,,,,,
Kentucky,21,2009,Feb,F,10,,,,,,,,,,,,,,,,,,
Kentucky,21,2009,Sep,F,10,,,,,,,,,,,,,,,,,,
Louisiana,22,2009,Apr,G,10,,,,,,,,,,,,,,,,,,
Louisiana,22,2009,Sep,G,10,,,,,,,,,,,,,,,,,,
Maryland,24,2009,Aug,F,10,,,,,,,,,,,,,,,,,,
Maryland,24,2009,May,G,10,,,,,,,,,,,,,,,,,,
Maryland,24,2009,Oct,E,10,,,,,,,,,,,,,,,,,,
Massachusetts,25,2009,Apr,G,10,,,,,,,,,,,,,,,,,,
Massachusetts,25,2009,Oct,G,10,,,,,,,,,,,,,,,,,,
Michigan,26,2009,Nov,D,10,,,,,,,,,,,,,,,,,,
Minnesota,27,2009,Dec,H,10,,,,,,,,,,,,,,,,,,
Minnesota,27,2009,Oct,H,10,,,,,,,,,,,,,,,,,,
Mississippi,28,2009,May,H,10,,,,,,,,,,,,,,,,,,
Mississippi,28,2009,Sep,I,10,,,,,,,,,,,,,,,,,,
Missouri,29,2009,Nov,F,10,,,,,,,,,,,,,,,,,,
Missouri,29,2009,Oct,E,10,,,,,,,,,,,,,,,,,,
Montana,30,2009,Jun,I,10,,,,,,,,,,,,,,,,,,
Nebraska,31,2009,Aug,I,10,,,,,,,,,,,,,,,,,,
Nebraska,31,2009,May,H,10,,,,,,,,,,,,,,,,,,
Nebraska,31,2009,Oct,I,10,,,,,,,,,,,,,,,,,,
Nevada,32,2009,Dec,F,10,,,,,,,,,,,,,,,,,,
Nevada,32,2009,Feb,I,10,,,,,,,,,,,,,,,,,,
New Hampshire,33,2009,Oct,I,10,,,,,,,,,,,,,,,,,,
New Jersey,34,2009,Sep,F,10,,,,,,,,,,,,,,,,,,
New Mexico,35,2009,Jun,I,10,,,,,,,,,,,,,,,,,,
New York,36,2009,Jun,C,10,,,,,,,,,,,,,,,,,,
North Carolina,37,2009,Feb,E,10,,,,,,,,,,,,,,,,,,
North Carolina,37,2009,Jul,G,10,,,,,,,,,,,,,,,,,,
North Carolina,37,2009,Jun,F,10,,,,,,,,,,,,,,,,,,
North Dakota,38,2009,Jun,I,10,,,,,,,,,,,,,,,,,,
Ohio,39,2009,Nov,C,10,,,,,,,,,,,,,,,,,,
Ohio,39,2009,Oct,C,10,,,,,,,,,,,,,,,,,,
Ohio,39,2009,Sep,G,10,,,,,,,,,,,,,,,,,,
Oklahoma,40,2009,Mar,F,10,,,,,,,,,,,,,,,,,,
Oklahoma,40,2009,Oct,G,10,,,,,,,,,,,,,,,,,,
Oregon,41,2009,Jun,H,10,,,,,,,,,,,,,,,,,,
Oregon,41,2009,Nov,G,10,,,,,,,,,,,,,,,,,,
Pennsylvania,42,2009,Dec,E,10,,,,,,,,,,,,,,,,,,
Pennsylvania,42,2009,Feb,E,10,,,,,,,,,,,,,,,,,,
Pennsylvania,42,2009,Nov,D,10,,,,,,,,,,,,,,,,,,
South Carolina,45,2009,Apr,H,10,,,,,,,,,,,,,,,,,,
South Carolina,45,2009,Aug,H,10,,,,,,,,,,,,,,,,,,
South Carolina,45,2009,Nov,E,10,,,,,,,,,,,,,,,,,,
South Carolina,45,2009,Nov,G,10,,,,,,,,,,,,,,,,,,
South Carolina,45,2009,Oct,G,10,,,,,,,,,,,,,,,,,,
South Dakota,46,2009,Feb,I,10,,,,,,,,,,,,,,,,,,
South Dakota,46,2009,Jun,I,10,,,,,,,,,,,,,,,,,,
South Dakota,46,2009,May,I,10,,,,,,,,,,,,,,,,,,
Tennessee,47,2009,Aug,F,10,,,,,,,,,,,,,,,,,,
Texas,48,2009,Jun,D,10,,,,,,,,,,,,,,,,,,
Utah,49,2009,Feb,H,10,,,,,,,,,,,,,,,,,,
Utah,49,2009,Jan,I,10,,,,,,,,,,,,,,,,,,
Utah,49,2009,Oct,I,10,,,,,,,,,,,,,,,,,,
Virginia,51,2009,Dec,F,10,,,,,,,,,,,,,,,,,,
Virginia,51,2009,Oct,E,10,,,,,,,,,,,,,,,,,,
Virginia,51,2009,Sep,G,10,,,,,,,,,,,,,,,,,,
Washington,53,2009,Apr,H,10,,,,,,,,,,,,,,,,,,
Washington,53,2009,Jun,H,10,,,,,,,,,,,,,,,,,,
Washington,53,2009,Nov,F,10,,,,,,,,,,,,,,,,,,
West Virginia,54,2009,Aug,I,10,,,,,,,,,,,,,,,,,,
West Virginia,54,2009,Mar,G,10,,,,,,,,,,,,,,,,,,
West Virginia,54,2009,Nov,E,10,,,,,,,,,,,,,,,,,,
Wisconsin,55,2009,Mar,E,10,,,,,,,,,,,,,,,,,,
Wyoming,56,2009,Nov,I,10,,,,,,,,,,,,,,,,,,
Alabama,1,2010,Dec,F,10,,,,,,,,,,,,,,,,,,
Alabama,1,2010,Mar,E,10,,,,,,,,,,,,,,,,,,
Alabama,1,2010,Nov,F,10,,,,,,,,,,,,,,,,,,
Arizona,4,2010,May,G,10,,,,,,,,,,,,,,,,,,
California,6,2010,Feb,D,10,,,,,,,,,,,,,,,,,,
California,6,2010,Nov,E,10,,,,,,,,,,,,,,,,,,
Colorado,8,2010,Aug,H,10,,,,,,,,,,,,,,,,,,
Colorado,8,2010,Oct,H,10,,,,,,,,,,,,,,,,,,
Connecticut,9,2010,Jan,G,10,,,,,,,,,,,,,,,,,,
Connecticut,9,2010,Jul,H,10,,,,,,,,,,,,,,,,,,
Connecticut,9,2010,May,H,10,,,,,,,,,,,,,,,,,,
Connecticut,9,2010,Nov,G,10,,,,,,,,,,,,,,,,,,
Connecticut,9,2010,Sep,H,10,,,,,,,,,,,,,,,,,,
Delaware,10,2010,May,I,10,,,,,,,,,,,,,,,,,,
Georgia,13,2010,Apr,F,10,,,,,,,,,,,,,,,,,,
Georgia,13,2010,Jul,F,10,,,,,,,,,,,,,,,,,,
Georgia,13,2010,Nov,F,10,,,,,,,,,,,,,,,,,,
Hawaii,15,2010,Apr,H,10,,,,,,,,,,,,,,,,,,
Hawaii,15,2010,Jun,I,10,,,,,,,,,,,,,,,,,,
Idaho,16,2010,Apr,H,10,,,,,,,,,,,,,,,,,,
Illinois,17,2010,Aug,F,10,,,,,,,,,,,,,,,,,,
Illinois,17,2010,Dec,E,10,,,,,,,,,,,,,,,,,,
Illinois,17,2010,Jun,E,10,,,,,,,,,,,,,,,,,,
Indiana,18,2010,Aug,F,10,,,,,,,,,,,,,,,,,,
Indiana,18,2010,Jan,E,10,,,,,,,,,,,,,,,,,,
Indiana,18,2010,Jan,F,10,,,,,,,,,,,,,,,,,,
Indiana,18,2010,May,G,10,,,,,,,,,,,,,,,,,,
Iowa,19,2010,Jan,G,10,,,,,,,,,,,,,,,,,,
Kansas,20,2010,Mar,H,10,,,,,,,,,,,,,,,,,,
Louisiana,22,2010,Jun,G,10,,,,,,,,,,,,,,,,,,
Michigan,26,2010,Aug,F,10,,,,,,,,,,,,,,,,,,
Michigan,26,2010,Jun,F,10,,,,,,,,,,,,,,,,,,
Michigan,26,2010,Sep,G,10,,,,,,,,,,,,,,,,,,
Minnesota,27,2010,May,H,10,,,,,,,,,,,,,,,,,,
Mississippi,28,2010,Nov,G,10,,,,,,,,,,,,,,,,,,
Mississippi,28,2010,Oct,G,10,,,,,,,,,,,,,,,,,,
Mississippi,28,2010,Sep,F,10,,,,,,,,,,,,,,,,,,
Missouri,29,2010,Jan,E,10,,,,,,,,,,,,,,,,,,
Montana,30,2010,Mar,I,10,,,,,,,,,,,,,,,,,,
Montana,30,2010,Oct,I,10,,,,,,,,,,,,,,,,,,
Montana,30,2010,Sep,I,10,,,,,,,,,,,,,,,,,,
Nebraska,31,2010,Apr,I,10,,,,,,,,,,,,,,,,,,
Nebraska,31,2010,Mar,I,10,,,,,,,,,,,,,,,,,,
Nebraska,31,2010,Nov,I,10,,,,,,,,,,,,,,,,,,
Nevada,32,2010,Aug,H,10,,,,,,,,,,,,,,,,,,
Nevada,32,2010,Jul,I,10,,,,,,,,,,,,,,,,,,
Nevada,32,2010,Mar,G,10,,,,,,,,,,,,,,,,,,
New Hampshire,33,2010,Jul,I,10,,,,,,,,,,,,,,,,,,
New Hampshire,33,2010,Nov,I,10,,,,,,,,,,,,,,,,,,
New Jersey,34,2010,Apr,F,10,,,,,,,,,,,,,,,,,,
New Jersey,34,2010,Dec,F,10,,,,,,,,,,,,,,,,,,
New York,36,2010,Aug,E,10,,,,,,,,,,,,,,,,,,
New York,36,2010,Jul,E,10,,,,,,,,,,,,,,,,,,
North Carolina,37,2010,Jan,E,10,,,,,,,,,,,,,,,,,,
North Carolina,37,2010,Nov,F,10,,,,,,,,,,,,,,,,,,
North Carolina,37,2010,Sep,F,10,,,,,,,,,,,,,,,,,,
North Dakota,38,2010,Jun,I,10,,,,,,,,,,,,,,,,,,
Oklahoma,40,2010,Dec,F,10,,,,,,,,,,,,,,,,,,
Oklahoma,40,2010,Jun,H,10,,,,,,,,,,,,,,,,,,
Oregon,41,2010,May,H,10,,,,,,,,,,,,,,,,,,
Rhode Island,44,2010,Jan,I,10,,,,,,,,,,,,,,,,,,
Rhode Island,44,2010,Mar,I,10,,,,,,,,,,,,,,,,,,
Rhode Island,44,2010,May,H,10,,,,,,,,,,,,,,,,,,
South Carolina,45,2010,Apr,G,10,,,,,,,,,,,,,,,,,,
South Carolina,45,2010,Aug,H,10,,,,,,,,,,,,,,,,,,
South Carolina,45,2010,Jan,G,10,,,,,,,,,,,,,,,,,,
South Carolina,45,2010,Sep,H,10,,,,,,,,,,,,,,,,,,
South Dakota,46,2010,Mar,I,10,,,,,,,,,,,,,,,,,,
Tennessee,47,2010,Dec,F,10,,,,,,,,,,,,,,,,,,
Tennessee,47,2010,Jul,F,10,,,,,,,,,,,,,,,,,,
Tennessee,47,2010,Jun,F,10,,,,,,,,,,,,,,,,,,
Texas,48,2010,Apr,E,10,,,,,,,,,,,,,,,,,,
Utah,49,2010,Jul,I,10,,,,,,,,,,,,,,,,,,
Utah,49,2010,Jun,I,10,,,,,,,,,,,,,,,,,,
Utah,49,2010,Oct,I,10,,,,,,,,,,,,,,,,,,
Virginia,51,2010,Aug,G,10,,,,,,,,,,,,,,,,,,
West Virginia,54,2010,Apr,H,10,,,,,,,,,,,,,,,,,,
West Virginia,54,2010,Sep,H,10,,,,,,,,,,,,,,,,,,
Wyoming,56,2010,Apr,I,10,,,,,,,,,,,,,,,,,,
Alabama,1,2011,Feb,F,10,,,,,,,,,,,,,,,,,,
Alabama,1,2011,Jan,F,10,,,,,,,,,,,,,,,,,,
Arkansas,5,2011,May,G,10,,,,,,,,,,,,,,,,,,
Arkansas,5,2011,Sep,H,10,,,,,,,,,,,,,,,,,,
Arizona,4,2011,Apr,E,10,,,,,,,,,,,,,,,,,,
Arizona,4,2011,Aug,H,10,,,,,,,,,,,,,,,,,,
Arizona,4,2011,Feb,G,10,,,,,,,,,,,,,,,,,,
Arizona,4,2011,Jun,G,10,,,,,,,,,,,,,,,,,,
Arizona,4,2011,Mar,G,10,,,,,,,,,,,,,,,,,,
Arizona,4,2011,Nov,G,10,,,,,,,,,,,,,,,,,,
California,6,2011,Jan,D,10,,,,,,,,,,,,,,,,,,
California,6,2011,Nov,E,10,,,,,,,,,,,,,,,,,,
Colorado,8,2011,Jul,G,10,,,,,,,,,,,,,,,,,,
Colorado,8,2011,May,G,10,,,,,,,,,,,,,,,,,,
Connecticut,9,2011,Jun,H,10,,,,,,,,,,,,,,,,,,
Connecticut,9,2011,Nov,H,10,,,,,,,,,,,,,,,,,,
Florida,12,2011,Dec,E,10,,,,,,,,,,,,,,,,,,
Florida,12,2011,Feb,D,10,,,,,,,,,,,,,,,,,,
Georgia,13,2011,Sep,F,10,,,,,,,,,,,,,,,,,,
Idaho,16,2011,Dec,I,10,,,,,,,,,,,,,,,,,,
Illinois,17,2011,Aug,F,10,,,,,,,,,,,,,,,,,,
Illinois,17,2011,Dec,E,10,,,,,,,,,,,,,,,,,,
Illinois,17,2011,Feb,E,10,,,,,,,,,,,,,,,,,,
Illinois,17,2011,Oct,E,10,,,,,,,,,,,,,,,,,,
Indiana,18,2011,May,G,10,,,,,,,,,,,,,,,,,,
Indiana,18,2011,Oct,H,10,,,,,,,,,,,,,,,,,,
Kansas,20,2011,Feb,H,10,,,,,,,,,,,,,,,,,,
Kansas,20,2011,Nov,H,10,,,,,,,,,,,,,,,,,,
Kentucky,21,2011,Feb,G,10,,,,,,,,,,,,,,,,,,
Kentucky,21,2011,Jan,F,10,,,,,,,,,,,,,,,,,,
Kentucky,21,2011,Nov,G,10,,,,,,,,,,,,,,,,,,
Louisiana,22,2011,Feb,G,10,,,,,,,,,,,,,,,,,,
Louisiana,22,2011,Oct,G,10,,,,,,,,,,,,,,,,,,
Massachusetts,25,2011,Apr,G,10,,,,,,,,,,,,,,,,,,
Massachusetts,25,2011,Dec,G,10,,,,,,,,,,,,,,,,,,
Massachusetts,25,2011,Oct,G,10,,,,,,,,,,,,,,,,,,
Massachusetts,25,2011,Sep,G,10,,,,,,,,,,,,,,,,,,
Maryland,24,2011,Dec,F,10,,,,,,,,,,,,,,,,,,
Maryland,24,2011,Jan,F,10,,,,,,,,,,,,,,,,,,
Maryland,24,2011,Oct,F,10,,,,,,,,,,,,,,,,,,
Maine,23,2011,Feb,H,10,,,,,,,,,,,,,,,,,,
Maine,23,2011,Mar,H,10,,,,,,,,,,,,,,,,,,
Michigan,26,2011,Jul,F,10,,,,,,,,,,,,,,,,,,
Michigan,26,2011,Oct,F,10,,,,,,,,,,,,,,,,,,
Michigan,26,2011,Sep,F,10,,,,,,,,,,,,,,,,,,
Minnesota,27,2011,Dec,H,10,,,,,,,,,,,,,,,,,,
Minnesota,27,2011,Mar,H,10,,,,,,,,,,,,,,,,,,
Missouri,29,2011,May,G,10,,,,,,,,,,,,,,,,,,
Missouri,29,2011,Oct,G,10,,,,,,,,,,,,,,,,,,
Mississippi,28,2011,Jan,G,10,,,,,,,,,,,,,,,,,,
Mississippi,28,2011,Jul,H,10,,,,,,,,,,,,,,,,,,
Mississippi,28,2011,Jun,I,10,,,,,,,,,,,,,,,,,,
North Carolina,37,2011,Feb,E,10,,,,,,,,,,,,,,,,,,
North Carolina,37,2011,Nov,F,10,,,,,,,,,,,,,,,,,,
Nebraska,31,2011,Jul,I,10,,,,,,,,,,,,,,,,,,
New Hampshire,33,2011,Jan,H,10,,,,,,,,,,,,,,,,,,
New Hampshire,33,2011,Jul,I,10,,,,,,,,,,,,,,,,,,
New Jersey,34,2011,Feb,F,10,,,,,,,,,,,,,,,,,,
New Jersey,34,2011,Jul,F,10,,,,,,,,,,,,,,,,,,
New Jersey,34,2011,Oct,G,10,,,,,,,,,,,,,,,,,,
New Mexico,35,2011,Jul,I,10,,,,,,,,,,,,,,,,,,
New Mexico,35,2011,Nov,I,10,,,,,,,,,,,,,,,,,,
New Mexico,35,2011,Oct,I,10,,,,,,,,,,,,,,,,,,
Nevada,32,2011,Jan,G,10,,,,,,,,,,,,,,,,,,
Nevada,32,2011,Jul,H,10,,,,,,,,,,,,,,,,,,
Nevada,32,2011,Jun,H,10,,,,,,,,,,,,,,,,,,
Nevada,32,2011,May,H,10,,,,,,,,,,,,,,,,,,
Nevada,32,2011,May,I,10,,,,,,,,,,,,,,,,,,
Nevada,32,2011,Nov,I,10,,,,,,,,,,,,,,,,,,
New York,36,2011,Apr,E,10,,,,,,,,,,,,,,,,,,
New York,36,2011,Jan,D,10,,,,,,,,,,,,,,,,,,
New York,36,2011,Sep,E,10,,,,,,,,,,,,,,,,,,
Ohio,39,2011,Jul,F,10,,,,,,,,,,,,,,,,,,
Oklahoma,40,2011,Apr,F,10,,,,,,,,,,,,,,,,,,
Oklahoma,40,2011,Aug,H,10,,,,,,,,,,,,,,,,,,
Oklahoma,40,2011,Sep,H,10,,,,,,,,,,,,,,,,,,
Oregon,41,2011,Feb,H,10,,,,,,,,,,,,,,,,,,
Pennsylvania,42,2011,Dec,E,10,,,,,,,,,,,,,,,,,,
Pennsylvania,42,2011,Feb,E,10,,,,,,,,,,,,,,,,,,
Pennsylvania,42,2011,Oct,E,10,,,,,,,,,,,,,,,,,,
South Carolina,45,2011,Feb,G,10,,,,,,,,,,,,,,,,,,
South Carolina,45,2011,Jun,G,10,,,,,,,,,,,,,,,,,,
South Carolina,45,2011,May,F,10,,,,,,,,,,,,,,,,,,
South Carolina,45,2011,Oct,G,10,,,,,,,,,,,,,,,,,,
Tennessee,47,2011,Dec,F,10,,,,,,,,,,,,,,,,,,
Tennessee,47,2011,Jun,F,10,,,,,,,,,,,,,,,,,,
Utah,49,2011,Dec,H,10,,,,,,,,,,,,,,,,,,
Utah,49,2011,Jul,H,10,,,,,,,,,,,,,,,,,,
Utah,49,2011,May,H,10,,,,,,,,,,,,,,,,,,
Utah,49,2011,Sep,I,10,,,,,,,,,,,,,,,,,,
Virginia,51,2011,Apr,F,10,,,,,,,,,,,,,,,,,,
Virginia,51,2011,Jan,F,10,,,,,,,,,,,,,,,,,,
Virginia,51,2011,Jul,F,10,,,,,,,,,,,,,,,,,,
Washington,53,2011,Feb,G,10,,,,,,,,,,,,,,,,,,
Wisconsin,55,2011,Dec,G,10,,,,,,,,,,,,,,,,,,
Wisconsin,55,2011,May,G,10,,,,,,,,,,,,,,,,,,
West Virginia,54,2011,Dec,I,10,,,,,,,,,,,,,,,,,,
West Virginia,54,2011,May,I,10,,,,,,,,,,,,,,,,,,
West Virginia,54,2011,Nov,I,10,,,,,,,,,,,,,,,,,,
Wyoming,56,2011,Sep,I,10,,,,,,,,,,,,,,,,,,
Alabama,1,2012,Jun,F,10,,,,,,,,,,,,,,,,,,
Arizona,4,2012,Apr,G,10,,,,,,,,,,,,,,,,,,
Arizona,4,2012,Aug,H,10,,,,,,,,,,,,,,,,,,
Arizona,4,2012,Dec,G,10,,,,,,,,,,,,,,,,,,
Arkansas,5,2012,Apr,G,10,,,,,,,,,,,,,,,,,,
Arkansas,5,2012,Jan,F,10,,,,,,,,,,,,,,,,,,
California,6,2012,Dec,E,10,,,,,,,,,,,,,,,,,,
Colorado,8,2012,Jan,G,10,,,,,,,,,,,,,,,,,,
Delaware,10,2012,Apr,I,10,,,,,,,,,,,,,,,,,,
Florida,12,2012,Sep,F,10,,,,,,,,,,,,,,,,,,
Georgia,13,2012,Apr,G,10,,,,,,,,,,,,,,,,,,
Georgia,13,2012,Aug,G,10,,,,,,,,,,,,,,,,,,
Georgia,13,2012,Oct,F,10,,,,,,,,,,,,,,,,,,
Hawaii,15,2012,Dec,H,10,,,,,,,,,,,,,,,,,,
Hawaii,15,2012,May,H,10,,,,,,,,,,,,,,,,,,
Illinois,17,2012,Aug,F,10,,,,,,,,,,,,,,,,,,
Illinois,17,2012,Mar,E,10,,,,,,,,,,,,,,,,,,
Indiana,18,2012,Jul,H,10,,,,,,,,,,,,,,,,,,
Iowa,19,2012,Jan,H,10,,,,,,,,,,,,,,,,,,
Iowa,19,2012,May,H,10,,,,,,,,,,,,,,,,,,
Kentucky,21,2012,Jan,F,10,,,,,,,,,,,,,,,,,,
Kentucky,21,2012,Jul,G,10,,,,,,,,,,,,,,,,,,
Louisiana,22,2012,Jul,G,10,,,,,,,,,,,,,,,,,,
Massachusetts,25,2012,May,G,10,,,,,,,,,,,,,,,,,,
Massachusetts,25,2012,Oct,G,10,,,,,,,,,,,,,,,,,,
Michigan,26,2012,Jan,F,10,,,,,,,,,,,,,,,,,,
Minnesota,27,2012,Dec,G,10,,,,,,,,,,,,,,,,,,
Minnesota,27,2012,Feb,G,10,,,,,,,,,,,,,,,,,,
Minnesota,27,2012,Feb,H,10,,,,,,,,,,,,,,,,,,
Minnesota,27,2012,Jul,H,10,,,,,,,,,,,,,,,,,,
Minnesota,27,2012,Oct,H,10,,,,,,,,,,,,,,,,,,
Minnesota,27,2012,Sep,H,10,,,,,,,,,,,,,,,,,,
Mississippi,28,2012,Jan,H,10,,,,,,,,,,,,,,,,,,
Mississippi,28,2012,Jul,H,10,,,,,,,,,,,,,,,,,,
Mississippi,28,2012,Nov,H,10,,,,,,,,,,,,,,,,,,
Missouri,29,2012,Apr,G,10,,,,,,,,,,,,,,,,,,
Missouri,29,2012,Aug,F,10,,,,,,,,,,,,,,,,,,
Missouri,29,2012,Aug,G,10,,,,,,,,,,,,,,,,,,
Missouri,29,2012,Jan,F,10,,,,,,,,,,,,,,,,,,
Missouri,29,2012,Mar,G,10,,,,,,,,,,,,,,,,,,
Missouri,29,2012,Nov,G,10,,,,,,,,,,,,,,,,,,
Nebraska,31,2012,Mar,H,10,,,,,,,,,,,,,,,,,,
Nevada,32,2012,Apr,H,10,,,,,,,,,,,,,,,,,,
Nevada,32,2012,Aug,H,10,,,,,,,,,,,,,,,,,,
Nevada,32,2012,Aug,I,10,,,,,,,,,,,,,,,,,,
Nevada,32,2012,Dec,I,10,,,,,,,,,,,,,,,,,,
Nevada,32,2012,Jun,I,10,,,,,,,,,,,,,,,,,,
Nevada,32,2012,May,H,10,,,,,,,,,,,,,,,,,,
New Hampshire,33,2012,Jan,I,10,,,,,,,,,,,,,,,,,,
New Hampshire,33,2012,Nov,I,10,,,,,,,,,,,,,,,,,,
New Jersey,34,2012,Mar,G,10,,,,,,,,,,,,,,,,,,
New Mexico,35,2012,Dec,H,10,,,,,,,,,,,,,,,,,,
New York,36,2012,Feb,E,10,,,,,,,,,,,,,,,,,,
New York,36,2012,Oct,E,10,,,,,,,,,,,,,,,,,,
North Carolina,37,2012,Apr,F,10,,,,,,,,,,,,,,,,,,
North Carolina,37,2012,Jun,F,10,,,,,,,,,,,,,,,,,,
North Dakota,38,2012,Feb,I,10,,,,,,,,,,,,,,,,,,
Ohio,39,2012,Aug,F,10,,,,,,,,,,,,,,,,,,
Ohio,39,2012,Jan,E,10,,,,,,,,,,,,,,,,,,
Oklahoma,40,2012,Jan,G,10,,,,,,,,,,,,,,,,,,
Oregon,41,2012,Feb,H,10,,,,,,,,,,,,,,,,,,
Oregon,41,2012,Nov,H,10,,,,,,,,,,,,,,,,,,
Rhode Island,44,2012,Apr,I,10,,,,,,,,,,,,,,,,,,
Rhode Island,44,2012,Oct,I,10,,,,,,,,,,,,,,,,,,
South Carolina,45,2012,Mar,G,10,,,,,,,,,,,,,,,,,,
Tennessee,47,2012,Feb,F,10,,,,,,,,,,,,,,,,,,
Utah,49,2012,Aug,H,10,,,,,,,,,,,,,,,,,,
Utah,49,2012,Jan,H,10,,,,,,,,,,,,,,,,,,
Utah,49,2012,May,I,10,,,,,,,,,,,,,,,,,,
Virginia,51,2012,Apr,G,10,,,,,,,,,,,,,,,,,,
Virginia,51,2012,Dec,F,10,,,,,,,,,,,,,,,,,,
Virginia,51,2012,Feb,G,10,,,,,,,,,,,,,,,,,,
Virginia,51,2012,Nov,F,10,,,,,,,,,,,,,,,,,,
Washington,53,2012,Mar,G,10,,,,,,,,,,,,,,,,,,
West Virginia,54,2012,Apr,H,10,,,,,,,,,,,,,,,,,,
Wisconsin,55,2012,Sep,G,10,,,,,,,,,,,,,,,,,,
Alabama,1,2013,Dec,E,10,,,,,,,,,,,,,,,,,,
Alabama,1,2013,Jan,F,10,,,,,,,,,,,,,,,,,,
Arizona,4,2013,Feb,F,10,,,,,,,,,,,,,,,,,,
Arizona,4,2013,Feb,G,10,,,,,,,,,,,,,,,,,,
Arizona,4,2013,Jul,H,10,,,,,,,,,,,,,,,,,,
Colorado,8,2013,Feb,F,10,,,,,,,,,,,,,,,,,,
Colorado,8,2013,Nov,H,10,,,,,,,,,,,,,,,,,,
Connecticut,9,2013,Dec,H,10,,,,,,,,,,,,,,,,,,
Connecticut,9,2013,Feb,H,10,,,,,,,,,,,,,,,,,,
Connecticut,9,2013,Jul,H,10,,,,,,,,,,,,,,,,,,
Delaware,10,2013,Jun,I,10,,,,,,,,,,,,,,,,,,
Florida,12,2013,Jul,E,10,,,,,,,,,,,,,,,,,,
Georgia,13,2013,Apr,E,10,,,,,,,,,,,,,,,,,,
Georgia,13,2013,Apr,F,10,,,,,,,,,,,,,,,,,,
Georgia,13,2013,Feb,E,10,,,,,,,,,,,,,,,,,,
Georgia,13,2013,Nov,F,10,,,,,,,,,,,,,,,,,,
Hawaii,15,2013,Aug,H,10,,,,,,,,,,,,,,,,,,
Hawaii,15,2013,Jan,H,10,,,,,,,,,,,,,,,,,,
Hawaii,15,2013,Mar,H,10,,,,,,,,,,,,,,,,,,
Idaho,16,2013,Jul,I,10,,,,,,,,,,,,,,,,,,
Idaho,16,2013,Oct,I,10,,,,,,,,,,,,,,,,,,
Illinois,17,2013,Mar,E,10,,,,,,,,,,,,,,,,,,
Indiana,18,2013,Aug,G,10,,,,,,,,,,,,,,,,,,
Indiana,18,2013,Aug,H,10,,,,,,,,,,,,,,,,,,
Indiana,18,2013,Mar,F,10,,,,,,,,,,,,,,,,,,
Kansas,20,2013,Mar,H,10,,,,,,,,,,,,,,,,,,
Kentucky,21,2013,Jan,F,10,,,,,,,,,,,,,,,,,,
Kentucky,21,2013,Jun,G,10,,,,,,,,,,,,,,,,,,
Louisiana,22,2013,Feb,G,10,,,,,,,,,,,,,,,,,,
